unique_id,project_subtype,project_subtype_two,archive_filename,start_date,estimated_completion_date,actual_completion_date,estimated_duration,actual_duration,fiscal_year,estimated_cost,estimated_cost_nocontingency,final_cost,cost_pct0,schedule_pct0,expenditure_pct0,cost_pct10,schedule_pct10,expenditure_pct10,cost_pct20,schedule_pct20,expenditure_pct20,cost_pct30,schedule_pct30,expenditure_pct30,cost_pct40,schedule_pct40,expenditure_pct40,cost_pct50,schedule_pct50,expenditure_pct50,cost_pct60,schedule_pct60,expenditure_pct60,cost_pct70,schedule_pct70,expenditure_pct70,cost_pct80,schedule_pct80,expenditure_pct80,cost_pct90,schedule_pct90,expenditure_pct90
DESC0808_replace fuel pipeline,Pipeline,Fuel pipeline,"MilCon Status Report - January, 2013.xlsx",2009-07-12,2011-07-12,2012-01-01,730 days,903 days,2009.0,17336000.0,16510476.19047619,24695000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3198892478080295,1.236986301369863,0.8824458392387123
DESC0905_replace hydrant fuel system,Aviation infrastructure,Oiling & fuelling,"MilCon Status Report - January, 2013.xlsx",2011-12-09,2013-03-14,2014-01-31,461 days,784 days,2011.0,12535429.0,11938503.80952381,12535000.0,,,,,,,,,,,,,,,,,,,1.0499640658488831,1.1323210412147506,1.0,1.0499640658488831,1.1670281995661604,1.0,,,,1.0499640658488831,1.700650759219089,1.0
DESC0905_replace hydrant fuel system - raf mildenhall,Aviation infrastructure,Oiling & fuelling,"MilCon Status Report - October, 2014 .xlsx",2011-12-09,2013-03-14,2014-05-02,461 days,875 days,2011.0,12535429.0,11938503.80952381,12535000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0499640658488831,1.8980477223427332,1.0
DESC0907_hydrant fuel system,Aviation infrastructure,Oiling & fuelling,"MilCon Status Report - January, 2013.xlsx",2010-08-27,2013-11-18,2014-10-27,1179 days,1522 days,2010.0,17844000.0,16994285.71428571,19441000.0,,,,,,,,,,,,,,,,,,,,,,1.1188466711499667,1.2171331636980491,0.9780361092536393,1.1439727639542707,1.2909245122985582,1.0,1.1439727639542707,1.2909245122985582,1.0
DESC0908_replace jet fuel storage complex,Fuel storage,,"MilCon Status Report - January, 2013.xlsx",2010-04-27,2011-09-20,2013-09-30,511 days,1252 days,2010.0,7909000.0,7532380.952380952,9988000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.2811354153496017,2.2563600782778863,0.9661593912695234,1.2952079908964471,2.4500978473581214,0.9767721265518622
DESC1004_replace hydrant fuel system,Aviation infrastructure,Oiling & fuelling,"MilCon Status Report - January, 2013.xlsx",2012-02-27,2013-05-17,2013-09-30,445 days,581 days,2012.0,10217000.0,9730476.19047619,10660000.0,,,,,,,,,,,,,,,,1.0701428990897524,1.0,0.9768292682926829,1.0701428990897524,1.0,0.9768292682926829,1.0784672604482726,1.0,0.9844277673545966,1.0784672604482726,1.0,0.9844277673545966,1.0901830282861897,1.3056179775280898,0.9951219512195122
DESC1101_alter warehouse space,General buildings,Warehouse/storage,"MilCon Status Report - January, 2013.xlsx",2012-08-13,2013-06-14,2014-04-29,305 days,624 days,2012.0,5500000.0,5238095.238095238,6430000.0,,,,,,,,,,1.05,1.0,0.8553654743390358,,,,1.0521,1.0,0.8570762052877139,1.0555363636363637,1.0,0.8598755832037325,1.0555363636363637,1.3540983606557377,0.8598755832037325,1.068709090909091,2.6918032786885244,0.870606531881804,1.2275454545454545,2.045901639344262,1.0
DESC1101_replace fuel storage facility - charleston afb,Fuel storage,,"MilCon Status Report - October, 2014 .xlsx",2012-11-30,2014-07-21,2014-11-26,598 days,726 days,2012.0,26700000.0,25428571.42857143,26485000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0415449438202247,1.214046822742475,1.0,1.0415449438202247,1.214046822742475,1.0
DESC1103_replace hydrant fuel system,Aviation infrastructure,Oiling & fuelling,"MilCon Status Report - January, 2013.xlsx",2012-11-13,2014-11-03,2015-02-09,720 days,818 days,2012.0,18252000.0,17382857.14285714,19125000.0,1.05,1.0833333333333333,0.9543529411764706,1.05,1.0833333333333333,0.9543529411764706,1.05,1.0833333333333333,0.9543529411764706,1.0522435897435898,1.0833333333333333,0.9563921568627451,1.0522435897435898,1.0833333333333333,0.9563921568627451,1.0522435897435898,1.0833333333333333,0.9563921568627451,,,,1.0522435897435898,1.0833333333333333,0.9563921568627451,1.0984385272846813,1.136111111111111,0.9983790849673203,1.1002218934911243,1.136111111111111,1.0
DESC1103_replace hydrant fuel system - davis monthan afb,Aviation infrastructure,Oiling & fuelling,"MilCon Status Report - October, 2014 .xlsx",2012-11-13,2014-11-03,2014-12-03,720 days,750 days,2012.0,18252000.0,17382857.14285714,19125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1002218934911243,1.0416666666666667,1.0
DESC1104_replace fuel pipeline,Pipeline,Fuel pipeline,"MilCon Status Report - May, 2013.xlsx",,2014-08-30,2014-09-20,,569 days,2012.0,16984000.0,16175238.0952381,17506000.0,1.0499999999999996,,0.9701816520050268,1.0558113518605743,1.0,0.9755512395750029,,,,1.0558113518605743,1.0,0.9755512395750029,,,,1.0558113518605743,1.0,0.9755512395750029,,,,1.0558113518605743,1.0383211678832116,0.9755512395750029,1.0775111869995286,1.0383211678832116,0.9956015080543813,1.082271549693829,1.0383211678832116,1.0
DESC1104_replace fuel pipeline - whidbey island,Pipeline,Fuel pipeline,"MilCon Status Report - October, 2014 .xlsx",2013-02-28,2014-08-30,2014-11-05,548 days,615 days,2012.0,16984000.0,16175238.0952381,17506000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.082271549693829,1.0383211678832116,1.0
DESC1106_hydrant fuel system,Aviation infrastructure,Oiling & fuelling,"MilCon Status Report - January, 2013.xlsx",2012-02-28,2013-03-14,2013-08-16,380 days,535 days,2012.0,4687000.0,4463809.523809523,5470000.0,,,,,,,,,,1.05,0.9921052631578947,0.8568555758683729,,,,1.1095903563046725,0.9921052631578947,0.9054844606946983,,,,1.1095903563046725,0.9921052631578947,0.9054844606946983,,,,1.1095903563046725,1.3710526315789473,0.9054844606946983
DESC1108_upgrade rail line,Rail,,"MilCon Status Report - January, 2013.xlsx",2012-07-16,2013-12-05,2014-06-15,507 days,699 days,2012.0,12210000.0,11628571.42857143,12407000.0,,,,,,,,,,1.0604914004914003,1.2347140039447733,0.9939550253888934,1.0604914004914003,1.2347140039447733,0.9939550253888934,,,,1.0604914004914003,1.2347140039447733,0.9939550253888934,,,,,,,1.066941031941032,1.0059171597633136,1.0
DESC1108_upgrade rail line - eielson afb,Rail,,"MilCon Status Report - October, 2014 .xlsx",2012-07-16,2013-12-05,2014-07-16,507 days,730 days,2012.0,12210000.0,11628571.42857143,12407000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.066941031941032,1.4398422090729783,1.0
DESC1113_replace fuel storage tanks,Fuel storage,,"MilCon Status Report - January, 2013.xlsx",2011-10-12,2012-04-12,2014-07-27,183 days,1019 days,2011.0,16480000.0,15695238.0952381,17158000.0,,,,,,,,,,,,,,,,,,,1.0559253640776696,5.316939890710382,0.9659051171465206,1.0639532766990287,5.229508196721311,0.9732486303765008,1.0639532766990287,5.229508196721311,0.9732486303765008,1.0687955097087374,5.5683060109289615,0.9776780510549015
DESC1190_alter fuel storage tanks,Fuel storage,,"MilCon Status Report - January, 2013.xlsx",2011-06-22,2012-12-13,2013-08-30,540 days,800 days,2011.0,7584000.0,7222857.142857143,8078000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.117424841772152,1.114814814814815,0.9991334488734835
DESC11S3_replace pump station,Water,Pump station,"MilCon Status Report - January, 2013.xlsx",2011-01-15,2011-12-08,2012-08-10,327 days,573 days,2010.0,947000.0,901904.761904762,1047000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0876979936642026,1.7522935779816513,0.9369627507163324
DESC12S1_replace hydrant fuel system,Aviation infrastructure,Oiling & fuelling,"MilCon Status Report - January, 2013.xlsx",2012-07-03,2013-12-05,2014-04-30,520 days,666 days,2012.0,1930000.0,1838095.238095238,1945000.0,1.05,1.0,0.9922879177377892,1.05,1.0,0.9922879177377892,,,,,,,,,,,,,1.05,1.751923076923077,0.9922879177377892,,,,1.05,1.751923076923077,0.9922879177377892,1.058160621761658,1.2807692307692307,1.0
DESC12S3_truck load/unload facility,General buildings,Warehouse/storage,"MilCon Status Report - January, 2013.xlsx",2012-03-21,2013-03-24,2014-04-24,368 days,764 days,2012.0,2500000.0,2380952.380952381,3167000.0,,,,,,,1.26378,1.0,0.9501105146826649,,,,,,,,,,1.3225799999999999,1.6929347826086956,0.994316387748658,1.3225799999999999,2.0760869565217392,0.994316387748658,1.3225799999999999,2.0760869565217392,0.994316387748658,1.3301399999999999,2.0760869565217392,1.0
DESC12S5_upgrade refueler parking area,Road,Car park,"MilCon Status Report - January, 2013.xlsx",2012-08-05,2013-04-09,2013-09-26,247 days,417 days,2012.0,5079000.0,4837142.857142857,5681000.0,,,,,,,,,,,,,1.05,1.0,0.8940327407146629,,,,1.1587418783225043,1.631578947368421,0.9866220735785953,,,,1.1587418783225043,1.688259109311741,0.9866220735785953,1.1587418783225043,1.688259109311741,0.9866220735785953
DESC1390_upgrade pumphouse - barksdale afb,Water,Pump station,"MilCon Status Report - September, 2014 .xlsx",2013-09-09,2015-02-26,2015-02-26,535 days,535 days,2013.0,4311000.0,4105714.285714285,4455000.0,,,,,,,,,,,,,1.0500000000000003,1.0,0.9676767676767677,,,,1.0500000000000003,1.0,0.9676767676767677,1.0500000000000003,1.0,0.9676767676767677,1.0850730688935284,1.0,1.0,1.0850730688935284,1.0,1.0
DESC14U2_replace existing refueler parking lot - davis monthan afb,Road,Car park,"MilCon Status Report - July, 2015.xlsx",2012-11-13,2014-11-03,2015-05-15,720 days,913 days,2014.0,935000.0,890476.1904761904,935000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.2680555555555555,1.0
DESI1101_alter warehouse space,General buildings,Warehouse/storage,"MilCon Status Report - August, 2014 .xlsx",2012-08-13,2013-06-14,2014-04-29,305 days,624 days,2012.0,5500000.0,5238095.238095238,6430000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2275454545454545,2.045901639344262,1.0
DESI1101_alter warehouse space - jb ph hickam,General buildings,Warehouse/storage,"MilCon Status Report - October, 2014 .xlsx",2012-08-13,2013-06-14,2014-04-29,305 days,624 days,2012.0,5500000.0,5238095.238095238,6430000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2275454545454545,2.045901639344262,1.0
DIA10-001_fob-k renovation of two building to include administrative and scif space,General buildings,Administration/office,"MilCon Status Report - January, 2013.xlsx",2012-04-09,2013-10-09,2013-10-17,548 days,556 days,2010.0,4360000.0,4152380.952380952,5050000.0,,,,1.2161697247706422,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.2161697247706422,1.0145985401459854,1.0
DIA11-002_jbab paving of gravel parking lot,Road,Car park,"MilCon Status Report - January, 2013.xlsx",2011-07-20,2012-07-18,2012-07-25,364 days,371 days,2011.0,2984000.0,2841904.761904762,2819000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9919403485254691,1.0192307692307692,1.0
DPEZ019148_ tfi - c-130 squadron operations facility,General buildings,Command facility/ops centre,"MilCon Status Report - March, 2014 .xlsx",2009-10-01,2010-10-01,2014-06-30,365 days,1733 days,2009.0,3543000.0,3374285.714285714,3814000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1303132938187976,4.747945205479452,1.0
DRMS12U2_warehouse 6 distribution - tracy,General buildings,Warehouse/storage,"MilCon Status Report - October, 2014 .xlsx",2013-06-01,2013-12-05,2013-12-25,187 days,207 days,2013.0,925000.0,880952.380952381,925000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.106951871657754,1.0
DSCC0802_replace public safety facility,General buildings,Emergency dispatch facility,"MilCon Status Report - January, 2013.xlsx",2011-11-10,2013-03-21,2013-09-30,497 days,690 days,2011.0,5883000.0,5602857.142857143,6197000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0658847526772055,1.062374245472837,0.9636921090850411,1.1060428352881184,1.3883299798792756,1.0
DSCP1201_upgrade hvac system,Utilities,Air conditioning/HVAC,"MilCon Status Report - January, 2013.xlsx",2012-06-14,2013-07-17,2014-01-16,398 days,581 days,2012.0,4775000.0,4547619.047619048,7240000.0,,,,1.05,1.0,0.6595303867403315,,,,1.05,1.0,0.6595303867403315,,,,,,,,,,1.4590052356020942,1.0,0.9164364640883977,,,,1.5676335078534032,1.4597989949748744,0.9846685082872928
DSCP1201_upgrade hvac system - philadelphia,Utilities,Air conditioning/HVAC,"MilCon Status Report - October, 2014 .xlsx",2012-06-14,2013-07-17,2014-06-06,398 days,722 days,2012.0,4775000.0,4547619.047619048,7240000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.592041884816754,1.814070351758794,1.0
DSO701_replace ft knox high school,General buildings,School/classrooms,"MilCon Status Report - October, 2014 .xlsx",2007-09-17,2009-03-10,2009-12-04,540 days,809 days,2007.0,16050000.0,15285714.28571428,16149241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0564924018691593,1.4981481481481482,1.0
EUR 8268 02_replace school (boblingen hs),General buildings,School/classrooms,"MilCon Status Report - July, 2015.xlsx",2013-07-29,2015-04-30,2015-06-29,640 days,700 days,2011.0,41869322.0,39875544.76190476,46291000.0,,,,,,,,,,,,,,,,,,,1.1221414094071072,1.09375,0.9666241818063986,1.1608869615801278,1.09375,1.0,1.1608869615801278,1.09375,1.0,1.1608869615801278,1.09375,1.0
EUR5355 01_constr gym/classrooms/renovations (hh arnold (wiesbaden) hs),General buildings,School/classrooms,"MilCon Status Report - January, 2013.xlsx",2009-06-29,2012-05-04,2013-01-22,1040 days,1303 days,2008.0,16025000.0,15261904.76190476,17098000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1203057722308893,1.2528846153846154,1.0
FBNV089069_tfi - predator foc – increased mission orbit tasking,Command facility/ops centre,,"MilCon Status Report - January, 2013.xlsx",2011-09-08,2012-09-07,2013-03-15,365 days,554 days,2011.0,3761000.0,3581904.761904762,4037000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.127053975006647,1.441095890410959,1.0
FBNV103001_csar hc-130j simulator facility,Training facility,Flight simulator,"MilCon Status Report - January, 2013.xlsx",2010-09-22,2012-12-17,2013-07-29,817 days,1041 days,2010.0,4852000.0,4620952.380952381,5081000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0995568837592746,0.9608323133414932,1.0
FBNV103002_csar hc-130j rescue squadron  operations facility,General buildings,Command facility/ops centre,"MilCon Status Report - January, 2013.xlsx",2010-09-22,2012-12-17,2013-07-29,817 days,1041 days,2010.0,4868000.0,4636190.476190476,5035000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.086020953163517,0.9608323133414932,1.0
FBNV103003_csar hc-130j infrastructure,Aviation infrastructure,,"MilCon Status Report - January, 2013.xlsx",2010-09-22,2011-05-20,2013-07-29,240 days,1041 days,2010.0,4150000.0,3952380.952380952,4347000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.099843373493976,3.2708333333333335,1.0
FBNV103005_hc-130j parts store,General buildings,Warehouse/storage,"MilCon Status Report - January, 2013.xlsx",2011-11-17,2012-07-30,2014-02-21,256 days,827 days,2011.0,5195000.0,4947619.047619048,5517000.0,,,,,,,1.0627333974975939,2.109375,0.9530541961210803,,,,1.0627333974975939,2.734375,0.9530541961210803,,,,,,,,,,,,,1.1150818094321464,3.171875,1.0
FBNV113007_hc-130 age maintenance facility,Vehicle depot/maintenance,,"MilCon Status Report - January, 2013.xlsx",2011-07-05,2012-03-12,2014-02-10,251 days,951 days,2011.0,4078000.0,3883809.523809524,4256000.0,,,,,,,,,,,,,,,,,,,1.0958312898479647,2.151394422310757,1.0,,,,,,,1.0958312898479647,3.318725099601594,1.0
FJXT093000A_chapel center,General buildings,Church,"MilCon Status Report - January, 2013.xlsx",2011-01-03,2012-05-08,2013-02-13,491 days,772 days,2010.0,7719000.0,7351428.571428571,7748000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0539448115040808,1.5723014256619146,1.0
FMKM099063_munitions storage igloos,Storage igloo,,"MilCon Status Report - January, 2013.xlsx",2012-11-13,2013-03-13,2013-11-18,120 days,370 days,2012.0,1798000.0,1712380.952380952,1880000.0,,,,1.078031145717464,2.275,0.9819148936170212,1.0943826473859848,2.275,0.9968085106382979,,,,1.0943826473859848,2.525,0.9968085106382979,,,,,,,,,,,,,1.0978865406006677,3.0833333333333335,1.0
FTEV023010_add to visiting quarters (24 rm),General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2011-08-11,2012-01-10,2013-08-01,152 days,721 days,2011.0,3516000.0,3348571.428571429,3572000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0628412969283274,3.8552631578947367,0.9963605823068309,1.0667235494880545,4.7368421052631575,1.0
FTEV023013_adal special operations school facility,General buildings,School/classrooms,"MilCon Status Report - January, 2013.xlsx",2011-07-28,2012-05-15,2013-07-02,292 days,705 days,2011.0,4536000.0,4320000.0,4868000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.1224537037037037,2.1472602739726026,0.9960969597370584,1.1268518518518518,2.3493150684931505,1.0
"FTEV063000_sof squadron operations annex, 4 sos",General buildings,Command facility/ops centre,"MilCon Status Report - January, 2013.xlsx",2011-07-25,2012-11-20,2013-02-22,484 days,578 days,2011.0,1629000.0,1551428.571428571,1698000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0667587476979745,1.1735537190082646,0.974676089517079
FTEV063000_squad ops annex 4 sos (1umajor construction),General buildings,Command facility/ops centre,"MilCon Status Report - March, 2013.xlsx",2011-09-22,2012-11-17,2013-02-18,422 days,515 days,2011.0,1629000.0,1551428.571428571,1629000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0500000000000003,1.2203791469194314,1.0
FTEV083015_relocate family camping facility,Relocation,,"MilCon Status Report - January, 2013.xlsx",2012-07-09,2013-03-29,2013-07-08,263 days,364 days,2011.0,1870000.0,1780952.380952381,1961000.0,,,,,,,,,,,,,,,,,,,1.05,1.0,0.9535951045385007,,,,1.101096256684492,1.0,1.0,1.101096256684492,1.0,1.0
FTEV093007_sof enclosed engine noise suppressors,Vehicle depot/maintenance,,"MilCon Status Report - January, 2013.xlsx",2012-04-16,2012-12-12,2013-02-22,240 days,312 days,2012.0,2843000.0,2707619.047619048,2896000.0,,,,,,,,,,,,,,,,,,,1.058125219838199,1.2166666666666666,0.9892955801104972,,,,,,,1.0695743932465704,1.3,1.0
FTFA053025_construct dormitory (96 rm),General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2010-09-03,2011-08-01,2013-03-29,332 days,938 days,2010.0,7635000.0,7271428.571428571,8472000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1651080550098232,2.7409638554216866,1.0
FTFA073908_f-35 fuel cell maintenance hangar,General buildings,Hangar,"MilCon Status Report - January, 2013.xlsx",2011-08-17,2013-01-05,2014-02-10,507 days,908 days,2011.0,6957000.0,6625714.285714285,7196000.0,,,,,,,,,,,,,,,,1.08124191461837,1.1696252465483234,0.9955530850472485,,,,,,,1.08124191461837,1.2741617357001973,0.9955530850472485,1.0785252263906857,1.5581854043392505,0.9930516953863258
FTFA073911_f-35 live ordnance load facility,General buildings,Hangar,"MilCon Status Report - January, 2013.xlsx",2010-06-28,2011-06-30,2013-03-11,367 days,987 days,2010.0,14320000.0,13638095.23809524,14551000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.066937849162011,2.7002724795640325,1.0
FTFA093001_military working dog kennels,General buildings,Kennels,"MilCon Status Report - January, 2013.xlsx",2010-12-09,2011-12-02,2012-12-10,358 days,732 days,2010.0,1772000.0,1687619.047619048,1806000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0701467268623022,1.8743016759776536,1.0
FXSB073012_f-22 add/alter weapons release systems shop & ame (tfi),General buildings,Engineering/equipment maintenance facility,"MilCon Status Report - January, 2013.xlsx",2011-10-12,2012-07-23,2013-10-08,285 days,727 days,2011.0,5608000.0,5340952.380952381,6317000.0,,,,,,,,,,,,,,,,,,,,,,1.089506062767475,1.8491228070175438,0.9211651100205794,1.1320078459343796,2.0631578947368423,0.9570998891879057,1.179003209700428,2.575438596491228,0.9968339401614691
"GJKZ920012P1_sere force support complex, phase 1",General buildings,Battalion complex,"MilCon Status Report - January, 2013.xlsx",2010-10-18,2012-02-28,2013-05-06,498 days,931 days,2010.0,7857000.0,7482857.142857143,8473000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1116074837724323,1.7951807228915662,0.9817065974271214
"GJKZ920012P2_sere force support complex, phase 2",General buildings,Battalion complex,"MilCon Status Report - January, 2013.xlsx",2012-07-20,2014-05-20,2014-07-22,669 days,732 days,2012.0,11724000.0,11165714.28571428,12201000.0,1.0522389969293762,1.0,0.9629538562412917,1.06603121801433,1.038863976083707,0.9755757724776658,,,,,,,,,,,,,,,,,,,1.0921827021494377,1.1300448430493273,0.9995082370297517,1.0927200614124877,1.038863976083707,1.0
GRCL109071_add to and alter neads operations building,General buildings,Command facility/ops centre,"MilCon Status Report - January, 2013.xlsx",2012-08-21,2013-06-17,2013-09-14,300 days,389 days,2009.0,1331000.0,1267619.047619048,1396000.0,,,,,,,,,,,,,,,,1.0894440270473325,1.0,0.9892550143266475,,,,,,,1.0894440270473325,1.0,0.9892550143266475,1.090232907588279,1.0,0.9899713467048711
"H115_construct fh welcome center , warehouse, self-help",General buildings,Warehouse/storage,"MilCon Status Report - January, 2013.xlsx",2010-08-26,2012-10-30,2013-05-31,796 days,1009 days,2010.0,3576000.0,3405714.285714285,3482000.0,,,,,,,,,,,,,,,,,,,,,,0.9575083892617452,1.25,0.9365307294658243,1.0223993288590607,1.2675879396984924,1.0,1.0223993288590607,1.2675879396984924,1.0
H541_replace granadillo circle housing,Housing,,"MilCon Status Report - January, 2013.xlsx",2009-10-14,2012-11-29,2013-06-22,1142 days,1347 days,2009.0,16600000.0,15809523.80952381,15037000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.9511355421686747,1.1619964973730297,1.0,0.9024939759036145,1.179509632224168,0.948859479949458
H544_replace bargo housing,Housing,,"MilCon Status Report - January, 2013.xlsx",2009-10-14,2012-11-29,2013-06-22,1142 days,1347 days,2009.0,19983000.0,19031428.57142857,20318000.0,,,,,,,,,,,,,,,,,,,,,,1.0672871941149977,1.1007005253940456,0.99970469534403,1.0672871941149977,1.1007005253940456,0.99970469534403,1.009488064855127,1.179509632224168,0.9455655084161827
"H952_replacement, 30 units at north tipalao, ph3",Housing,,"MilCon Status Report - January, 2013.xlsx",2010-06-30,2011-10-09,2012-01-05,466 days,554 days,2010.0,16587000.0,15797142.85714286,16279000.0,,,,,,,,,,,,,,,,1.030502803400253,1.1888412017167382,1.0,1.030502803400253,1.1888412017167382,1.0,1.030502803400253,1.1888412017167382,1.0,1.030502803400253,1.1888412017167382,1.0,1.030502803400253,1.1888412017167382,1.0
HACC123302_air support operations center,General buildings,Command facility/ops centre,"MilCon Status Report - January, 2013.xlsx",2012-05-14,2013-06-28,2013-07-30,410 days,442 days,2012.0,5475000.0,5214285.714285714,5572000.0,,,,,,,,,,,,,,,,1.0601643835616439,0.9829268292682927,0.9921033740129217,1.0603561643835617,0.9829268292682927,0.9922828427853554,,,,1.0603561643835617,0.9829268292682927,0.9922828427853554,1.0686027397260276,1.078048780487805,1.0
JCGU043002_consolidated learning center,General buildings,School/classrooms,"MilCon Status Report - January, 2013.xlsx",2010-09-17,2011-09-30,2013-06-21,378 days,1008 days,2010.0,10657000.0,10149523.80952381,10918000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0678333489725063,2.3333333333333335,0.9926726506686206
JCGU083001_student dormitory (100 room),General buildings,School/classrooms,"MilCon Status Report - January, 2013.xlsx",2010-08-24,2011-07-01,2013-01-18,311 days,878 days,2010.0,12721000.0,12115238.0952381,13981000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1464900558132216,3.247588424437299,0.9934911665832201
JFSD200113_consolidated security forces facility,General buildings,Security facility,"MilCon Status Report - January, 2013.xlsx",2010-10-26,2012-09-15,2013-08-01,690 days,1010 days,2010.0,9180000.0,8742857.142857142,9640000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.101699346405229,1.372463768115942,0.9991701244813278
JLWS019057_replace c-130 aircraft maintenance shops,General buildings,Engineering/equipment maintenance facility,"MilCon Status Report - January, 2013.xlsx",2009-06-30,2010-06-30,2011-12-15,365 days,898 days,2009.0,9323000.0,8879047.61904762,9987000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1247827952375844,2.4602739726027396,1.0
KARD113100_expand cargo handling area,General buildings,Warehouse/storage,"MilCon Status Report - January, 2013.xlsx",2011-03-30,2011-11-21,2013-04-12,236 days,744 days,2010.0,5337000.0,5082857.142857143,6121000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2042439572793704,3.1016949152542375,1.0
KARD113200_expeditionary airlift shelter,General buildings,Hangar,"MilCon Status Report - January, 2013.xlsx",2011-03-30,2011-11-21,2013-03-30,236 days,731 days,2010.0,6743000.0,6421904.761904761,6777000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0552943793563696,3.097457627118644,1.0
KELL089001_add/alt aircraft maintenance shops,Vehicle depot/maintenance,,"MilCon Status Report - January, 2013.xlsx",2010-12-17,2011-10-30,2014-03-27,317 days,1196 days,2010.0,4546000.0,4329523.80952381,4965000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1380004399472063,2.141955835962145,0.9923464249748237
KJAQ109022_expand north arm disarm  apron,Aviation infrastructure,Apron,"MilCon Status Report - January, 2013.xlsx",2012-08-14,2012-12-14,2013-09-30,122 days,412 days,2008.0,1931000.0,1839047.619047619,1966000.0,,,,,,,,,,,,,,,,,,,,,,1.0603314344899017,2.877049180327869,0.9918616480162767,,,,1.0690315898498188,3.377049180327869,1.0
KKGA029115_fire crash and rescue station,General buildings,Emergency dispatch facility,"MilCon Status Report - January, 2013.xlsx",2010-01-27,2011-01-27,2012-01-31,365 days,734 days,2009.0,4775000.0,4547619.047619048,5203000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1441151832460734,2.010958904109589,1.0
KNMD069208_tfi - f-22 lo/composite repair facility,Vehicle depot/maintenance,,"MilCon Status Report - January, 2013.xlsx",2010-05-24,2011-12-25,2012-05-15,580 days,722 days,2010.0,23250000.0,22142857.14285714,27119000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2242774193548387,1.2448275862068965,0.9996312548397802
KNMD109501_tfi - f-22 parking apron and taxiways,Aviation infrastructure,Apron,"MilCon Status Report - May, 2013.xlsx",2012-08-08,2013-08-08,2013-09-07,365 days,395 days,2010.0,2032000.0,1935238.095238095,2189000.0,,,,,,,,,,,,,,,,1.1213090551181104,0.9753424657534246,0.9913202375513933,,,,1.1311269685039371,1.063013698630137,1.0,,,,1.1300935039370081,1.082191780821918,0.9990863407948835
KRSM043003_f-22a radar cross section testing facility,Radar,,"MilCon Status Report - January, 2013.xlsx",2010-06-29,2011-12-22,2013-10-30,541 days,1219 days,2010.0,18401000.0,17524761.9047619,18974000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0826965925764906,2.253234750462107,1.0
